transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,customer_title,Age_Group,detail_cust_title,rank
6876,9,427,2017-04-04,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,38216.0,75.13999999999999,Giusto,Torbett,Male,77,1996-12-19,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,2.0,29,109,4,2515.6800000000003,1,1,2,112,Bronze,30,Evasive Customer,10
6878,42,3461,2017-04-12,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,41064.0,199.0999999999999,Nigel,Izard,Male,28,1962-11-30,Environmental Specialist,Manufacturing,Affluent Customer,N,Yes,17.0,63,136,7,4233.2,1,3,4,134,Bronze,70,Almost Lost Customer,9
6879,30,1934,2017-06-12,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,37337.0,299.27,Bryant,Tordiffe,Male,70,1963-01-17,Budget/Accounting Analyst IV,,Affluent Customer,N,Yes,14.0,63,3,6,2439.94,4,2,2,422,Platinum,70,Becoming Loyal,3
6880,79,518,2017-03-18,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38206.0,737.5699999999999,Bernhard,Senett,Male,60,1991-04-28,Database Administrator IV,Retail,Mass Customer,N,Yes,10.0,34,261,3,938.2500000000001,1,1,1,111,Bronze,40,Lost Customer,11
6881,16,2765,2017-02-02,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,182.81000000000017,Bartholomew,Gowdy,Male,68,1985-04-12,,IT,Mass Customer,N,Yes,7.0,40,46,6,2995.1800000000003,2,2,3,223,Silver,50,High Risk Customer,8
6882,79,321,2017-08-15,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,39298.0,737.5699999999999,Christean,Finnes,Female,58,1973-09-15,Marketing Manager,,Mass Customer,N,No,18.0,52,12,5,2006.18,4,2,2,422,Platinum,60,Becoming Loyal,3
6883,100,2727,2017-09-19,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,35378.0,152.54999999999995,Kim,Gabbitis,Female,88,1988-07-22,Administrative Officer,Financial Services,High Net Worth,N,Yes,2.0,37,49,5,4757.21,2,2,4,224,Silver,40,Loosing Customer,7
6884,24,2946,2017-07-17,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,34115.0,957.02,Paige,Bax,Male,14,1990-11-21,,Property,Mass Customer,N,Yes,7.0,35,31,10,3823.38,3,4,3,343,Gold,40,Potential Customer,5
6885,4,2730,2017-07-28,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,451.6500000000001,Taddeo,Karlicek,Male,15,1960-11-27,Senior Financial Analyst,Financial Services,Mass Customer,N,No,11.0,65,4,7,1604.2299999999998,4,3,1,431,Platinum,70,Becoming Loyal,3
6886,1,2672,2017-12-15,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.68,Talbert,Folliss,Male,21,1986-01-16,Clinical Specialist,Health,Affluent Customer,N,No,4.0,40,15,8,2415.1600000000003,4,4,2,442,Platinum,50,Very Loyal,2
6887,34,788,2017-02-16,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,309.80999999999995,Gregg,Townsend,Male,62,1964-07-01,Social Worker,Health,Mass Customer,N,No,11.0,61,39,7,4228.66,3,3,4,334,Gold,70,Potential Customer,5
6888,0,1096,2017-01-20,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,356.5,Jakie,Mungham,Male,33,1969-11-29,Software Test Engineer I,Health,High Net Worth,N,No,14.0,56,55,5,2086.85,2,2,2,222,Silver,60,High Risk Customer,8
6889,76,3106,2017-03-24,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38339.0,128.45999999999992,Yetty,Conneely,Female,13,1989-06-03,,Financial Services,Mass Customer,N,Yes,21.0,36,199,5,3738.75,1,2,3,123,Bronze,40,Evasive Customer,10
6890,32,3247,2017-08-18,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,38750.0,431.33,Bellanca,Raymond,Female,0,1985-04-09,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5.0,40,44,8,3802.55,3,4,3,343,Gold,50,Potential Customer,5
6891,78,2435,2017-02-12,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,1055.82,Orly,Ceney,Female,69,1961-08-12,Account Coordinator,Manufacturing,Mass Customer,N,No,14.0,64,123,5,2656.6699999999996,1,2,2,122,Bronze,70,Evasive Customer,10
6892,57,995,2017-07-21,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,40670.0,1630.25,Urbano,Mews,Male,16,1965-11-12,Information Systems Manager,Health,Mass Customer,N,Yes,19.0,60,11,7,6764.669999999999,4,3,4,434,Platinum,70,Very Loyal,2
6893,54,1343,2017-12-10,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,1028.76,Creight,Deery,Male,67,1979-12-10,Dental Hygienist,Health,High Net Worth,N,No,5.0,46,20,3,1317.1599999999999,3,1,1,311,Silver,50,Late Bloomer,6
6894,63,1558,2017-10-16,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,38216.0,1383.61,Oberon,Scading,Male,14,1991-05-12,Information Systems Manager,Financial Services,Affluent Customer,N,No,2.0,34,8,9,10640.3,4,4,4,444,Platinum,40,Platinum Customer,1
6895,95,3085,2017-05-06,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,41.13,Kaleb,Eslemont,Male,91,1978-01-21,Accountant IV,,Affluent Customer,N,No,5.0,48,25,5,2076.68,3,2,2,322,Gold,50,Late Bloomer,6
6896,2,2633,2017-08-25,,Approved,Solex,Standard,medium,medium,71.49,53.62,41701.0,17.869999999999997,Shayla,Colnett,Female,47,1969-01-18,,Property,Mass Customer,N,Yes,12.0,57,15,9,3696.87,4,4,3,443,Platinum,60,Very Loyal,2
6897,0,1198,2017-10-16,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,17.869999999999997,Alina,Rickson,Female,73,1973-09-30,Sales Representative,Retail,High Net Worth,N,No,7.0,52,68,6,2323.9199999999996,2,2,2,222,Silver,60,High Risk Customer,8
6898,80,790,2017-12-10,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,139.2299999999999,Yvonne,,Female,22,1968-03-24,Senior Editor,,Affluent Customer,N,No,15.0,58,14,8,4889.11,4,4,4,444,Platinum,60,Platinum Customer,1
6899,7,3199,2017-04-02,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,745.94,Florry,Neasam,Female,98,1969-08-31,Product Engineer,,Mass Customer,N,Yes,15.0,56,13,8,6329.52,4,4,4,444,Platinum,60,Platinum Customer,1
6900,25,2733,2017-07-05,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,41533.0,709.34,Jordanna,Skyme,Female,89,1985-03-07,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,17.0,41,28,9,7827.409999999999,3,4,4,344,Gold,50,Recent Customer,4
6901,55,460,2017-10-15,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,1295.43,Illa,,Female,0,1986-01-23,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,16.0,40,17,4,2017.6600000000003,4,1,2,412,Platinum,50,Recent Customer,4
6902,87,1481,2017-12-10,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,471.6,Ellissa,Stanney,Female,93,1976-06-26,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,14.0,49,20,8,2551.0499999999997,3,4,2,342,Gold,50,Potential Customer,5
6903,12,1905,2017-09-06,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,1069.5500000000002,Corabelle,,Female,21,1953-09-17,Help Desk Technician,Manufacturing,Affluent Customer,N,No,15.0,72,10,9,4833.7300000000005,4,4,4,444,Platinum,80,Platinum Customer,1
6904,57,1860,2017-09-25,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,41047.0,1630.25,Holly-anne,Hamman,Female,4,1976-12-28,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,17.0,49,11,6,4503.35,4,2,4,424,Platinum,50,Becoming Loyal,3
6905,57,1150,2017-07-22,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,40670.0,1630.25,Bernelle,Warwick,Female,64,1975-09-26,Information Systems Manager,Financial Services,Mass Customer,N,Yes,13.0,50,103,5,6308.28,1,2,4,124,Bronze,60,Almost Lost Customer,9
6906,0,2741,2017-12-11,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,143.36,Reinwald,Sinkins,Male,6,1999-02-28,Statistician II,Property,High Net Worth,N,No,4.0,27,19,3,2316.34,3,1,2,312,Gold,30,Late Bloomer,6
6907,38,2940,2017-06-08,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40336.0,751.02,Wilek,Adolf,Male,83,1970-11-12,Business Systems Development Analyst,,Affluent Customer,N,Yes,14.0,55,94,7,4384.62,1,3,4,134,Bronze,60,Almost Lost Customer,9
6908,84,1364,2017-01-30,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,75.48000000000002,Selby,Cabbell,Male,99,1978-04-20,Junior Executive,Manufacturing,Mass Customer,N,No,21.0,47,64,5,2329.3199999999997,2,2,2,222,Silver,50,High Risk Customer,8
6909,56,1072,2017-05-26,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,36334.0,75.75,Curt,Petrello,Male,60,1957-06-01,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,68,46,3,2102.32,2,1,2,212,Silver,70,High Risk Customer,8
6910,18,1239,2017-10-13,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,143.82,Carroll,Cobbin,Male,9,1978-02-28,,,Mass Customer,N,Yes,17.0,48,38,7,1795.3000000000002,3,3,1,331,Gold,50,Potential Customer,5
6911,98,1976,2017-08-17,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,143.36,Letitia,Coan,Female,84,1975-08-16,Product Engineer,Manufacturing,Mass Customer,N,No,11.0,50,135,6,1731.6299999999999,1,2,1,121,Bronze,60,Evasive Customer,10
6912,100,166,2017-10-09,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,830.2399999999999,Elston,Oleszczak,Male,54,1955-06-12,Structural Analysis Engineer,Manufacturing,Affluent Customer,N,No,6.0,70,63,8,4197.44,2,4,4,244,Silver,80,Loosing Customer,7
6913,84,306,2017-08-18,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,198.22000000000003,Ruy,Adanet,Male,19,1973-08-02,Registered Nurse,Health,High Net Worth,N,No,18.0,52,123,2,239.35000000000002,1,1,1,111,Bronze,60,Lost Customer,11
6914,96,1872,2017-06-22,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,34556.0,129.01,Leif,Feeney,Male,75,1973-05-28,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,14.0,52,3,6,2620.74,4,2,2,422,Platinum,60,Becoming Loyal,3
6915,63,3138,2017-02-05,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,33879.0,1383.61,Wait,Pardey,Male,34,1971-02-19,Paralegal,Financial Services,Mass Customer,N,Yes,6.0,55,69,4,3168.15,2,1,3,213,Silver,60,High Risk Customer,8
6916,11,1664,2017-02-20,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39880.0,509.97,Karlis,Alner,Male,11,1975-12-30,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,9.0,50,42,7,3476.36,3,3,3,333,Gold,60,Potential Customer,5
6917,23,1043,2017-06-16,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,33455.0,75.75,Giorgi,Hurford,Male,34,1986-10-20,Sales Associate,Financial Services,Mass Customer,N,Yes,16.0,39,154,8,6933.55,1,4,4,144,Bronze,40,Almost Lost Customer,9
6918,86,2332,2017-04-05,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,35052.0,309.80999999999995,Jeff,Goodere,Male,99,1977-04-20,Developer III,Property,High Net Worth,N,Yes,10.0,48,31,4,651.6399999999999,3,1,1,311,Silver,50,Late Bloomer,6
6919,22,973,2017-12-22,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,143.82,Annabella,Hebron,Female,46,1979-08-02,Data Coordiator,Health,High Net Worth,N,No,15.0,46,8,8,6639.849999999999,4,4,4,444,Platinum,50,Platinum Customer,1
6920,33,2881,2017-05-12,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,144.26,Ezra,Steffan,Male,71,1962-09-27,Associate Professor,Health,Affluent Customer,N,Yes,11.0,63,72,6,3646.67,2,2,3,223,Silver,70,High Risk Customer,8
6921,46,3402,2017-06-12,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,1215.34,Krystyna,Scadden,Female,73,1985-05-04,Statistician II,Retail,Mass Customer,N,No,10.0,40,12,9,6036.1900000000005,4,4,4,444,Platinum,50,Platinum Customer,1
6922,25,2191,2017-12-18,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,33552.0,709.34,Alley,Fitchell,Male,2,1976-05-11,Payment Adjustment Coordinator,,Mass Customer,N,Yes,4.0,49,12,5,3823.7700000000004,4,2,3,423,Platinum,50,Becoming Loyal,3
6923,100,2957,2017-09-23,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,830.2399999999999,Hurlee,Helleckas,Male,66,1969-11-21,Social Worker,Health,Affluent Customer,N,No,11.0,56,98,3,2844.83,1,1,2,112,Bronze,60,Evasive Customer,10
6924,44,2297,2017-05-28,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41848.0,1660.88,Pauletta,Taffee,Female,16,1971-11-27,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,19.0,54,37,5,4274.88,3,2,4,324,Gold,60,Potential Customer,5
6925,72,3353,2017-02-21,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,37873.0,90.09999999999997,Marina,Scorrer,Female,91,1994-04-21,Software Test Engineer II,,Mass Customer,N,Yes,1.0,31,30,7,2608.46,3,3,2,332,Gold,40,Potential Customer,5
6926,1,3497,2017-11-08,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.68,Thia,O'Day,Female,73,1986-05-03,Administrative Assistant IV,Manufacturing,Affluent Customer,N,Yes,18.0,39,52,3,1648.32,2,1,1,211,Bronze,40,Almost Lost Customer,9
6927,1,3019,2017-05-04,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.68,Alonso,Ceyssen,Male,98,1986-02-02,Community Outreach Specialist,Manufacturing,Affluent Customer,N,Yes,14.0,40,64,3,1138.54,2,1,1,211,Bronze,50,Almost Lost Customer,9
6928,0,1912,2017-06-25,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,110.56,Hall,Grouer,Male,36,1992-11-04,Account Coordinator,Manufacturing,High Net Worth,N,No,7.0,33,38,9,3286.01,3,4,3,343,Gold,40,Potential Customer,5
6929,60,884,2017-08-04,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,217.51,Pepito,Lamming,Male,11,1978-01-30,Web Designer IV,Property,Mass Customer,N,No,17.0,48,1,5,2770.85,4,2,2,422,Platinum,50,Becoming Loyal,3
6930,53,1820,2017-03-21,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,693.76,Yard,Teeney,Male,12,1996-04-02,Software Engineer II,IT,Affluent Customer,N,No,5.0,30,35,9,4883.79,3,4,4,344,Gold,40,Recent Customer,4
6931,88,1774,2017-03-22,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,38482.0,817.36,Vidovik,Astall,Male,48,1978-11-01,Compensation Analyst,Financial Services,Mass Customer,N,Yes,18.0,47,97,4,1168.78,1,1,1,111,Bronze,50,Lost Customer,11
6932,94,2368,2017-08-26,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,641.64,Rowe,Losbie,Female,98,1993-01-22,Chemical Engineer,Manufacturing,Mass Customer,N,No,10.0,33,74,6,4675.969999999999,2,2,4,224,Silver,40,Loosing Customer,7
6934,55,2456,2017-03-31,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,1295.43,Reidar,Pullin,Male,9,1991-05-29,Sales Associate,,Mass Customer,N,No,10.0,34,167,5,2439.35,1,2,2,122,Bronze,40,Evasive Customer,10
6935,95,3110,2017-10-06,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,42458.0,41.13,Fabien,Iacapucci,Male,14,1994-02-11,Community Outreach Specialist,IT,Affluent Customer,N,Yes,8.0,32,17,3,1429.54,4,1,1,411,Gold,40,Recent Customer,4
6936,97,644,2017-03-01,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,50.66,Tomlin,Hastwall,Male,59,1999-12-22,Administrative Officer,Health,Affluent Customer,N,No,2.0,26,157,3,550.0,1,1,1,111,Bronze,30,Lost Customer,11
6937,88,1128,2017-07-04,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36833.0,817.36,Kirsten,Longman,Female,47,1992-04-12,Financial Advisor,Financial Services,Mass Customer,N,Yes,8.0,33,26,5,3388.35,3,2,3,323,Gold,40,Potential Customer,5
6938,77,2209,2017-04-09,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,33429.0,445.2099999999999,Rriocard,Gavan,Male,4,1993-08-04,Registered Nurse,Health,Affluent Customer,N,Yes,3.0,32,265,1,445.2099999999999,1,1,1,111,Bronze,40,Lost Customer,11
6939,21,2409,2017-10-09,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,690.49,Carolan,Ortler,Female,23,1989-07-13,,Health,Mass Customer,N,No,12.0,36,49,7,3077.56,2,3,3,233,Silver,40,Loosing Customer,7
6940,37,3278,2017-05-18,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,1544.61,Marcel,Eddolls,Male,66,1982-06-22,VP Product Management,Financial Services,Affluent Customer,N,No,9.0,43,22,5,3216.13,3,2,3,323,Gold,50,Potential Customer,5
6941,60,1876,2017-08-14,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41848.0,217.51,Borden,Wooles,Male,16,1977-05-28,Recruiting Manager,Financial Services,Affluent Customer,N,No,21.0,48,138,5,4057.629999999999,1,2,3,123,Bronze,50,Evasive Customer,10
6942,21,3253,2017-12-03,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,37838.0,1103.43,Bernadine,Shakeshaft,Female,42,1990-02-10,Cost Accountant,Financial Services,High Net Worth,N,Yes,7.0,36,5,3,4031.6499999999996,4,1,3,413,Platinum,40,Recent Customer,4
6943,67,3148,2017-10-11,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,34115.0,690.49,Berky,Degoix,Male,11,1974-10-09,Human Resources Assistant IV,,High Net Worth,N,Yes,10.0,51,55,6,3460.33,2,2,3,223,Silver,60,High Risk Customer,8
6944,36,252,2017-10-29,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,40672.0,437.46,Anthea,Ruskin,Female,39,1983-01-24,Account Coordinator,Property,Mass Customer,N,Yes,13.0,43,62,5,2597.64,2,2,2,222,Silver,50,High Risk Customer,8
6945,29,2233,2017-02-10,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,39031.0,135.84999999999997,Cassi,Killingworth,Female,49,1973-09-04,Sales Associate,,Mass Customer,N,Yes,8.0,52,63,7,2332.5899999999997,2,3,2,232,Silver,60,Loosing Customer,7
6946,55,897,2017-08-23,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,1295.43,Pris,Fance,Female,25,1969-01-11,Account Executive,Manufacturing,Mass Customer,N,No,11.0,57,98,7,4883.1,1,3,4,134,Bronze,60,Almost Lost Customer,9
6947,22,3020,2017-06-25,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,40670.0,143.82,Witty,McArthur,Male,13,1965-12-24,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,10.0,60,22,12,2771.48,3,4,2,342,Gold,70,Potential Customer,5
6948,33,3065,2017-12-25,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,34071.0,199.0999999999999,Winna,Brusle,Female,88,1978-01-05,Recruiter,Financial Services,High Net Worth,N,Yes,13.0,48,5,5,1367.3799999999999,4,2,1,421,Platinum,50,Becoming Loyal,3
6949,4,3183,2017-12-19,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,451.6500000000001,Craig,Phethean,Male,64,1974-06-19,Junior Executive,Health,Mass Customer,N,No,14.0,51,11,8,2059.05,4,4,2,442,Platinum,60,Very Loyal,2
6950,28,2852,2017-01-09,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,38693.0,187.38999999999987,Clarinda,Noen,Female,20,1971-07-22,Biostatistician I,Property,High Net Worth,N,Yes,14.0,54,25,6,3953.9999999999995,3,2,3,323,Gold,60,Potential Customer,5
6951,73,3242,2017-11-11,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,41848.0,1612.25,Lib,Schohier,Female,4,1958-03-07,General Manager,Manufacturing,Affluent Customer,N,Yes,14.0,68,49,7,8252.689999999999,2,3,4,234,Silver,70,Loosing Customer,7
6952,87,329,2017-11-26,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,36668.0,1592.19,Garvy,Berthel,Male,25,1984-11-20,Account Representative IV,Entertainment,High Net Worth,N,Yes,12.0,41,34,6,3618.01,3,2,3,323,Gold,50,Potential Customer,5
6953,20,1677,2017-01-11,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34115.0,195.33999999999992,Petrina,Pollins,Female,56,1958-05-28,Editor,Health,Affluent Customer,N,Yes,16.0,67,98,8,2781.5599999999995,1,4,2,142,Bronze,70,Almost Lost Customer,9
6954,65,874,2017-07-29,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,34996.0,1028.76,Howard,Oseland,Male,78,2001-05-05,,Health,Mass Customer,N,Yes,1.0,24,46,8,2786.56,2,4,2,242,Silver,30,Loosing Customer,7
6955,14,3407,2017-11-03,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,36668.0,737.1700000000001,Marven,Ditts,Male,53,1961-10-08,Cost Accountant,Financial Services,High Net Worth,N,Yes,19.0,64,18,8,3669.36,4,4,3,443,Platinum,70,Very Loyal,2
6956,19,400,2017-02-13,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,4.8,Sibeal,Fellow,Female,86,1962-05-19,Financial Analyst,Financial Services,Mass Customer,N,No,5.0,63,134,5,2688.92,1,2,2,122,Bronze,70,Evasive Customer,10
6957,37,1311,2017-08-24,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40336.0,1544.61,Sharona,Cunah,Female,89,1984-10-06,VP Accounting,Financial Services,Mass Customer,N,Yes,13.0,41,37,4,3572.0599999999995,3,1,3,313,Gold,50,Late Bloomer,6
6958,54,621,2017-07-15,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,1028.76,Constantin,Giacobbo,Male,78,1964-11-29,Systems Administrator III,,High Net Worth,N,No,14.0,61,2,9,6126.810000000001,4,4,4,444,Platinum,70,Platinum Customer,1
6959,48,735,2017-09-22,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41167.0,812.44,Khalil,Pennings,Male,33,1965-04-20,Assistant Manager,Financial Services,Mass Customer,N,Yes,11.0,60,87,4,3025.33,1,1,3,113,Bronze,70,Evasive Customer,10
6960,75,639,2017-04-14,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,1010.02,Mayor,Ismay,Male,51,1974-06-03,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16.0,51,8,6,2516.35,4,2,2,422,Platinum,60,Becoming Loyal,3
6962,62,895,2017-01-25,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,42105.0,179.44,Juli,Curness,Female,58,1966-09-03,,,Mass Customer,N,Yes,12.0,59,61,3,1867.17,2,1,2,212,Silver,60,High Risk Customer,8
6963,54,692,2017-10-26,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,1279.4,Goraud,Ayling,Male,42,1987-12-25,Database Administrator IV,Property,Mass Customer,N,No,7.0,38,50,9,5027.490000000001,2,4,4,244,Silver,40,Loosing Customer,7
6964,15,755,2017-09-26,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,209.84000000000003,Baily,Imison,Male,31,1993-07-13,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4.0,32,95,3,847.22,1,1,1,111,Bronze,40,Lost Customer,11
6965,41,2980,2017-11-22,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,104.24,Di,Plaid,Female,27,1979-12-22,Chemical Engineer,Manufacturing,Mass Customer,N,No,4.0,46,15,6,2573.0400000000004,4,2,2,422,Platinum,50,Becoming Loyal,3
6966,50,3296,2017-03-26,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,35470.0,43.97,Leontyne,Jackett,Female,78,1974-11-11,Quality Engineer,Financial Services,Affluent Customer,N,Yes,17.0,51,64,11,4920.72,2,4,4,244,Silver,60,Loosing Customer,7
6967,79,2788,2017-08-01,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,737.5699999999999,Melantha,Pickburn,Female,45,1968-08-06,Social Worker,Health,Affluent Customer,N,No,4.0,57,44,11,9061.47,3,4,4,344,Gold,60,Recent Customer,4
6968,80,2670,2017-07-06,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,40487.0,872.8900000000001,Cam,MacFadyen,Male,53,1977-05-13,VP Accounting,Financial Services,High Net Worth,N,Yes,18.0,48,58,3,1311.3899999999999,2,1,1,211,Bronze,50,Almost Lost Customer,9
6969,0,1839,2017-10-02,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,37499.0,167.20999999999998,Faythe,Rance,Female,60,1987-05-08,Internal Auditor,Entertainment,High Net Worth,N,Yes,5.0,38,49,7,2784.0,2,3,2,232,Silver,40,Loosing Customer,7
6970,34,485,2017-08-08,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,1069.5500000000002,Ulrika,Steagall,Female,23,1974-11-08,Statistician III,Manufacturing,High Net Worth,N,No,20.0,51,14,6,2715.28,4,2,2,422,Platinum,60,Becoming Loyal,3
6971,13,1928,2017-07-28,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40336.0,751.02,Sully,Dorling,Male,2,1977-09-24,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13.0,48,34,2,879.4799999999999,3,1,1,311,Silver,50,Late Bloomer,6
6972,35,2947,2017-12-16,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,903.11,Standford,Sauter,Male,75,1977-10-13,,Manufacturing,Mass Customer,N,No,11.0,48,14,6,4595.07,4,2,4,424,Platinum,50,Becoming Loyal,3
